"","2001","2003","2004","2006","2007","2008","2009"
"Popupation",3343711,3366203,3383931,3418922,3430473,3439420,3448864
"GDP",376752,448027,485977,553797,576731,588265,573785
"iSol",0.469715521140122,0.484193167653904,0.49109831562924,0.50424677631071,0.510545241955944,0.516501759378757,0.522469307389391
"SumVanui",0.324685262962946,0.311283072145309,0.322179940814947,0.318261316187665,0.325807440874517,0.333595909759987,0.326003152192339
"SumSanui",0.191176599969299,0.181440747196236,0.185617290514119,0.183831392197367,0.187095857889581,0.190207757176548,0.187084468075106
