"","City","Var1","Var2","Pearson"
"1","Milan","isol","pop",0.953867435310336
"2","Milan","isol","gdp",0.953901853060679
"3","Milan","vanui","pop",0.106979283807065
"4","Milan","vanui","gdp",0.173376194793817
"5","Milan","sanui","pop",-0.0625769266142894
"6","Milan","sanui","gdp",-0.0333033723769254
